id,split
3493,train
4445,train
2854,train
1060,train
7412,train
6962,train
1348,train
5591,train
91,train
6774,train
5371,train
8225,train
5092,train
3282,train
2640,train
5507,train
1863,train
8544,train
4839,train
9455,train
1787,train
6060,train
391,train
1582,train
7606,train
268,train
758,train
1430,train
7111,train
5663,train
5035,train
1399,train
3772,train
7026,train
7119,train
1151,train
7103,train
8552,train
6361,train
691,train
5555,train
8095,train
3522,train
1478,train
3236,train
4280,train
9777,train
2467,train
3899,train
5723,train
424,train
3085,train
2463,train
5725,train
6191,train
1410,train
6491,train
3014,train
9398,train
3140,train
1212,train
2813,train
9313,train
8901,train
8506,train
8006,train
9503,train
5487,train
6185,train
5328,train
7594,train
1339,train
187,train
6325,train
6993,train
7196,train
6782,train
6971,train
5088,train
9070,train
315,train
4570,train
2356,train
5017,train
9293,train
4620,train
1862,train
3093,train
7788,train
922,train
4468,train
5854,train
8430,train
745,train
3854,train
2005,train
1502,train
9678,train
6028,train
7518,train
9282,train
5526,train
8197,train
496,train
1490,train
9754,train
5866,train
2406,train
8327,train
2929,train
2958,train
6642,train
4126,train
2962,train
2810,train
6031,train
7309,train
1590,train
1667,train
81,train
744,train
4069,train
3555,train
6725,train
5112,train
1995,train
8512,train
3039,train
8553,train
1634,train
1966,train
1238,train
5430,train
4191,train
34,train
4667,train
1443,train
7603,train
9552,train
3524,train
3812,train
3226,train
7350,train
8542,train
4739,train
2185,train
5934,train
9168,train
5260,train
5572,train
2827,train
5456,train
7337,train
7822,train
9748,train
3362,train
6235,train
3753,train
8648,train
392,train
5290,train
9924,train
1455,train
596,train
9375,train
6354,train
898,train
6255,train
2038,train
5284,train
6787,train
451,train
9728,train
2520,train
5632,train
6988,train
9930,train
7084,train
7251,train
7152,train
2228,train
3351,train
6094,train
9870,train
2200,train
1175,train
4999,train
9406,train
9441,train
1779,train
8286,train
9096,train
2118,train
1569,train
9521,train
3723,train
2645,train
129,train
1273,train
37,train
6752,train
7321,train
9229,train
4340,train
5586,train
9434,train
6107,train
3196,train
6014,train
3995,train
1308,train
6121,train
9227,train
2895,train
884,train
128,train
8434,train
1920,train
8689,train
292,train
1398,train
8904,train
2049,train
1091,train
1323,train
2429,train
5095,train
142,train
8847,train
3037,train
3191,train
9429,train
4866,train
9887,train
2059,train
162,train
2828,train
7820,train
6668,train
2766,train
4859,train
95,train
7179,train
8510,train
6608,train
9957,train
4156,train
7433,train
6714,train
8617,train
7695,train
7909,train
800,train
3749,train
7643,train
8127,train
1207,train
9773,train
9660,train
2367,train
3502,train
1129,train
5428,train
6372,train
2206,train
3771,train
404,train
1251,train
7873,train
2311,train
8387,train
1700,train
3500,train
9351,train
6326,train
9855,train
7682,train
2225,train
5941,train
1243,train
8515,train
2551,train
4481,train
1162,train
4981,train
3258,train
7681,train
458,train
540,train
8605,train
8198,train
2916,train
8174,train
1317,train
3215,train
6441,train
1610,train
6739,train
9996,train
1336,train
4782,train
8656,train
262,train
7311,train
8035,train
5176,train
4871,train
5391,train
5688,train
4101,train
529,train
9745,train
9074,train
4068,train
575,train
7564,train
7455,train
2732,train
3532,train
1513,train
3579,train
5187,train
4861,train
4434,train
776,train
5048,train
7038,train
160,train
7861,train
7622,train
7893,train
7905,train
5673,train
4351,train
5724,train
1574,train
8897,train
3800,train
4503,train
9758,train
355,train
6938,train
9193,train
3832,train
9253,train
6882,train
1576,train
7003,train
5480,train
347,train
2723,train
5404,train
649,train
7164,train
7844,train
1226,train
1792,train
3218,train
8241,train
9349,train
7668,train
2256,train
5740,train
5698,train
9424,train
9368,train
5217,train
2668,train
8900,train
9306,train
6358,train
4523,train
1815,train
5159,train
2020,train
9487,train
1135,train
8853,train
1617,train
6543,train
8088,train
3562,train
9972,train
4976,train
408,train
8091,train
6765,train
5567,train
3243,train
9133,train
4542,train
3055,train
8638,train
7884,train
3852,train
5046,train
8684,train
6533,train
3594,train
8215,train
4705,train
650,train
211,train
6161,train
1629,train
1015,train
4842,train
7774,train
3999,train
6351,train
6212,train
4720,train
3590,train
620,train
8274,train
2956,train
2260,train
8848,train
7069,train
9228,train
7191,train
1543,train
1314,train
2115,train
318,train
1300,train
1672,train
368,train
3887,train
1957,train
3220,train
5023,train
2960,train
89,train
5089,train
7667,train
7060,train
7373,train
8902,train
2455,train
5392,train
6460,train
1542,train
7587,train
8073,train
3519,train
3608,train
6559,train
9907,train
3653,train
7524,train
4882,train
8526,train
743,train
5847,train
9044,train
6544,train
2680,train
2201,train
6783,train
8004,train
7705,train
4596,train
5577,train
2045,train
7980,train
5472,train
6960,train
6144,train
7077,train
966,train
464,train
4832,train
8346,train
6944,train
1922,train
8558,train
3073,train
6696,train
2765,train
4856,train
6906,train
22,train
9950,train
4376,train
8521,train
3341,train
8585,train
5705,train
7714,train
7330,train
7912,train
4441,train
9633,train
589,train
9409,train
9805,train
9187,train
4535,train
8492,train
6924,train
4298,train
3757,train
4860,train
4647,train
9432,train
6140,train
8312,train
1141,train
2898,train
9008,train
7877,train
736,train
4433,train
7885,train
8581,train
3728,train
7220,train
1623,train
9599,train
8813,train
1744,train
2938,train
5670,train
9213,train
1512,train
6928,train
865,train
8563,train
1384,train
5660,train
8663,train
2408,train
2388,train
4601,train
2792,train
4530,train
5462,train
4184,train
5316,train
54,train
990,train
2292,train
6210,train
3659,train
5884,train
4646,train
9448,train
7216,train
8260,train
6286,train
9048,train
462,train
4158,train
7855,train
6439,train
8424,train
9473,train
3104,train
2836,train
5482,train
8473,train
3025,train
1666,train
6057,train
7334,train
7225,train
3822,train
9896,train
4539,train
6909,train
1690,train
1565,train
2303,train
3325,train
2864,train
8625,train
6548,train
2781,train
131,train
7869,train
3068,train
5357,train
3813,train
367,train
5470,train
8230,train
3909,train
8971,train
6964,train
2101,train
6113,train
61,train
3716,train
2785,train
1356,train
5361,train
3229,train
6125,train
4023,train
1078,train
602,train
5623,train
8783,train
6528,train
151,train
7838,train
1510,train
1143,train
8796,train
1397,train
3221,train
8332,train
6682,train
1633,train
4546,train
3554,train
282,train
299,train
1244,train
7786,train
2472,train
8871,train
6271,train
4851,train
2036,train
4876,train
8665,train
6263,train
9759,train
5855,train
7347,train
5286,train
4409,train
4322,train
3095,train
1933,train
9210,train
3842,train
709,train
5450,train
1998,train
4039,train
3721,train
7784,train
4896,train
174,train
4578,train
9790,train
2385,train
1374,train
3710,train
8248,train
9344,train
193,train
9708,train
8319,train
484,train
947,train
5785,train
3237,train
2859,train
7405,train
1591,train
8549,train
1560,train
4644,train
7208,train
2633,train
7006,train
2032,train
7697,train
7544,train
1969,train
9817,train
2377,train
4189,train
4290,train
9580,train
3292,train
8880,train
2332,train
2721,train
1014,train
6514,train
2924,train
756,train
2274,train
2808,train
2770,train
4560,train
3299,train
4181,train
386,train
3850,train
4925,train
9262,train
6918,train
3213,train
3128,train
6256,train
214,train
5011,train
264,train
7105,train
7155,train
945,train
9421,train
2222,train
5172,train
847,train
117,train
5614,train
3450,train
2092,train
2911,train
8866,train
6462,train
6280,train
4379,train
4774,train
679,train
5678,train
887,train
8125,train
9378,train
5417,train
2363,train
5312,train
2351,train
5620,train
2877,train
6978,train
9553,train
8569,train
4924,train
5268,train
4700,train
8029,train
8299,train
7442,train
2279,train
2461,train
2906,train
3616,train
2849,train
4791,train
348,train
6215,train
6808,train
379,train
5018,train
5152,train
988,train
2559,train
100,train
8394,train
1516,train
6582,train
190,train
3127,train
6430,train
9488,train
1589,train
5165,train
3425,train
7883,train
6747,train
9390,train
4602,train
265,train
5728,train
98,train
36,train
6328,train
3354,train
6727,train
9525,train
915,train
3648,train
6957,train
6019,train
8019,train
2275,train
4286,train
441,train
4868,train
6532,train
3838,train
4886,train
973,train
8978,train
4933,train
5057,train
3881,train
6091,train
5106,train
1561,train
700,train
6716,train
5001,train
2482,train
8398,train
8378,train
9466,train
2394,train
8278,train
6369,train
2847,train
2833,train
3367,train
7768,train
5718,train
8859,train
9931,train
1395,train
1522,train
4978,train
5981,train
5554,train
4650,train
7914,train
2825,train
3053,train
9918,train
7554,train
7927,train
2839,train
971,train
9083,train
7240,train
2306,train
1943,train
53,train
6512,train
7199,train
3254,train
8409,train
5930,train
6848,train
7874,train
6061,train
1483,train
5387,train
2980,train
360,train
5864,train
8785,train
1537,train
3094,train
2119,train
4375,train
3306,train
925,train
5330,train
7894,train
8460,train
8930,train
4450,train
8863,train
8594,train
453,train
4484,train
4296,train
535,train
257,train
842,train
6912,train
1451,train
6062,train
4256,train
9628,train
280,train
1915,train
9345,train
8017,train
3697,train
8801,train
9289,train
1731,train
1371,train
7360,train
7875,train
2093,train
7081,train
5335,train
7960,train
2594,train
9772,train
9243,train
5872,train
9307,train
8145,train
5177,train
1571,train
1674,train
7538,train
6854,train
1324,train
3732,train
7281,train
815,train
2335,train
6737,train
8773,train
9301,train
7159,train
8644,train
7831,train
2432,train
3873,train
4382,train
580,train
8810,train
3577,train
4442,train
6138,train
793,train
8995,train
7372,train
1905,train
8276,train
1349,train
2689,train
9829,train
4561,train
3921,train
1699,train
1691,train
59,train
6227,train
3961,train
4185,train
4564,train
6541,train
2009,train
4225,train
3874,train
6632,train
6376,train
2120,train
5947,train
6998,train
1039,train
3664,train
5697,train
7270,train
9474,train
6447,train
5820,train
9234,train
801,train
2233,train
2055,train
322,train
7340,train
1482,train
5873,train
6309,train
8676,train
6815,train
1150,train
3891,train
1858,train
4762,train
9175,train
4593,train
1302,train
8795,train
7948,train
4175,train
2076,train
4892,train
1506,train
5090,train
8362,train
8149,train
1383,train
478,train
4406,train
819,train
4301,train
9764,train
5067,train
3281,train
695,train
2192,train
6880,train
1636,train
4499,train
3307,train
1539,train
7956,train
1793,train
4170,train
3252,train
8681,train
7552,train
4571,train
1804,train
485,train
430,train
4574,train
6630,train
4497,train
9396,train
4398,train
7190,train
2965,train
9077,train
2882,train
7543,train
2861,train
2819,train
1546,train
197,train
2754,train
7378,train
1917,train
7020,train
7887,train
269,train
8936,train
4809,train
1271,train
9082,train
7793,train
8852,train
2535,train
5354,train
109,train
960,train
603,train
7127,train
3264,train
3853,train
2930,train
6203,train
8703,train
9546,train
8363,train
6711,train
7881,train
2405,train
230,train
3460,train
4610,train
3084,train
4761,train
7456,train
4693,train
8163,train
2172,train
8218,train
6567,train
4676,train
8033,train
3188,train
6027,train
1016,train
4417,train
2936,train
5239,train
4952,train
949,train
3685,train
4807,train
4836,train
3626,train
683,train
3310,train
4273,train
5369,train
7908,train
8511,train
1169,train
9263,train
1145,train
7073,train
2062,train
3791,train
2383,train
283,train
4163,train
7344,train
7892,train
1305,train
7290,train
5560,train
3499,train
969,train
4628,train
1124,train
1209,train
6371,train
8170,train
4682,train
3459,train
4846,train
4830,train
2807,train
9156,train
2534,train
8039,train
3107,train
8879,train
1660,train
2855,train
7906,train
9991,train
6307,train
6873,train
1835,train
4077,train
5763,train
5314,train
4885,train
4680,train
5358,train
1197,train
1355,train
5845,train
4055,train
1662,train
150,train
7974,train
5956,train
4714,train
9477,train
6323,train
3360,train
2250,train
6451,train
46,train
1418,train
4146,train
4531,train
4173,train
8867,train
857,train
3941,train
1584,train
4452,train
3565,train
2186,train
4226,train
9582,train
5167,train
7530,train
3280,train
4043,train
4016,train
6445,train
3624,train
2272,train
6646,train
7579,train
8830,train
8217,train
4553,train
5997,train
4888,train
6417,train
4429,train
7781,train
7307,train
4858,train
8293,train
3548,train
4152,train
5024,train
403,train
5253,train
9878,train
3858,train
1882,train
9609,train
238,train
172,train
5971,train
6605,train
2722,train
9265,train
1595,train
524,train
1856,train
8502,train
9163,train
6950,train
5248,train
3585,train
7108,train
1497,train
9842,train
2390,train
6583,train
5935,train
6270,train
8950,train
3038,train
4018,train
7860,train
3901,train
3250,train
7699,train
5210,train
390,train
4034,train
9291,train
1657,train
8805,train
6117,train
4848,train
8351,train
5195,train
27,train
9846,train
2464,train
4577,train
2428,train
251,train
9042,train
371,train
733,train
1220,train
7867,train
8735,train
6870,train
1968,train
4030,train
6453,train
1048,train
5803,train
6985,train
4247,train
703,train
8669,train
5701,train
629,train
9594,train
4198,train
7834,train
9865,train
5062,train
2425,train
1034,train
5800,train
2089,train
1221,train
7721,train
7673,train
6680,train
888,train
1429,train
7269,train
3885,train
8612,train
6349,train
6658,train
9722,train
9492,train
5886,train
7808,train
3180,train
1708,train
9513,train
6273,train
3829,train
4027,train
4569,train
6970,train
759,train
5076,train
788,train
3494,train
7640,train
933,train
6331,train
7401,train
2644,train
1503,train
783,train
978,train
9688,train
8505,train
7743,train
8860,train
3420,train
7285,train
7410,train
8358,train
7795,train
6744,train
913,train
3278,train
1367,train
5794,train
7336,train
6760,train
2220,train
6542,train
8672,train
713,train
9086,train
545,train
8894,train
6948,train
17,train
6674,train
9299,train
6499,train
3868,train
4058,train
4608,train
3672,train
681,train
7904,train
7634,train
9902,train
5808,train
7392,train
8815,train
4230,train
1414,train
60,train
3914,train
21,train
505,train
4675,train
544,train
7289,train
4305,train
3505,train
9152,train
8228,train
9873,train
5223,train
1268,train
7243,train
1126,train
9839,train
2636,train
1972,train
6416,train
615,train
9056,train
3286,train
4942,train
4108,train
439,train
6000,train
6588,train
5132,train
9912,train
9041,train
9387,train
1426,train
9838,train
3332,train
4263,train
6109,train
6350,train
3845,train
9926,train
6954,train
470,train
7592,train
8528,train
477,train
1532,train
896,train
3627,train
9532,train
7675,train
6004,train
7559,train
3944,train
4724,train
5967,train
8124,train
3314,train
9746,train
1030,train
4352,train
4111,train
1370,train
3654,train
7123,train
7477,train
5420,train
5449,train
3937,train
1705,train
4753,train
2231,train
9254,train
748,train
995,train
6482,train
2070,train
4887,train
7182,train
622,train
325,train
2986,train
8747,train
5122,train
6929,train
8072,train
5114,train
5936,train
5797,train
6072,train
4483,train
3680,train
9630,train
6901,train
7676,train
6114,train
3611,train
4453,train
2648,train
1926,train
4270,train
2148,train
2611,train
3150,train
3669,train
4054,train
6380,train
7568,train
106,train
7693,train
6913,train
3770,train
7511,train
5506,train
7298,train
5516,train
3601,train
2515,train
2440,train
6578,train
6814,train
2729,train
2176,train
8443,train
2655,train
7725,train
914,train
7016,train
9296,train
1438,train
1952,train
4857,train
6511,train
8439,train
662,train
9549,train
9011,train
8550,train
7852,train
7319,train
9523,train
5443,train
6663,train
9241,train
5942,train
1937,train
6844,train
9355,train
1066,train
4911,train
5527,train
5973,train
6262,train
6382,train
2998,train
1760,train
8354,train
6159,train
9793,train
1116,train
9494,train
6672,train
1154,train
4769,train
7813,train
1267,train
6080,train
9556,train
572,train
8433,train
4969,train
7175,train
4201,train
2549,train
4715,train
853,train
6915,train
6710,train
9589,train
7516,train
7732,train
6268,train
5295,train
7242,train
9469,train
8643,train
4348,train
817,train
4744,train
1159,train
1180,train
3628,train
2043,train
9848,train
7656,train
705,train
4160,train
573,train
3531,train
8994,train
5008,train
2230,train
8937,train
668,train
1432,train
7835,train
4949,train
7495,train
6721,train
3171,train
3047,train
9239,train
5291,train
3071,train
7629,train
7761,train
1881,train
5434,train
3427,train
7458,train
1999,train
7235,train
171,train
4172,train
586,train
993,train
2972,train
9642,train
5486,train
7923,train
509,train
2382,train
1951,train
2340,train
7658,train
5004,train
6308,train
2416,train
3255,train
4049,train
330,train
9669,train
518,train
9920,train
9592,train
2920,train
7558,train
1476,train
8462,train
2251,train
4910,train
5563,train
9267,train
3152,train
3729,train
5425,train
96,train
4306,train
5895,train
1940,train
413,train
1260,train
2255,train
6645,train
8523,train
1411,train
8509,train
7898,train
526,train
4879,train
8412,train
3814,train
5087,train
7089,train
4788,train
9361,train
9904,train
5868,train
6778,train
2894,train
6043,train
222,train
2719,train
7604,train
3636,train
4402,train
1448,train
7204,train
4664,train
6981,train
5685,train
4600,train
4688,train
6977,train
4565,train
1907,train
8918,train
2188,train
1218,train
7202,train
5569,train
5201,train
7078,train
6243,train
5696,train
487,train
4421,train
6908,train
9059,train
588,train
1185,train
4985,train
4365,train
4040,train
5009,train
362,train
8022,train
8121,train
1830,train
4797,train
880,train
4917,train
6816,train
5768,train
6849,train
4346,train
4935,train
9601,train
1810,train
8987,train
31,train
7357,train
631,train
1205,train
2237,train
8018,train
2567,train
5108,train
2939,train
9285,train
5990,train
9755,train
6335,train
3349,train
9541,train
7939,train
600,train
9028,train
8909,train
2444,train
4070,train
3546,train
7070,train
4520,train
3456,train
6754,train
1138,train
8920,train
7394,train
829,train
9454,train
3026,train
1237,train
2959,train
9699,train
491,train
8624,train
7785,train
3009,train
7475,train
7496,train
7268,train
8075,train
6980,train
542,train
6037,train
3139,train
536,train
8292,train
3740,train
2996,train
9402,train
8517,train
7170,train
6637,train
3487,train
6405,train
123,train
5905,train
5188,train
8541,train
8382,train
2346,train
2966,train
3912,train
9820,train
3862,train
4779,train
1656,train
5077,train
5764,train
2702,train
5030,train
3950,train
5327,train
1353,train
2131,train
4632,train
7039,train
9775,train
9886,train
8543,train
3637,train
119,train
3925,train
9327,train
6611,train
7548,train
1040,train
5901,train
4594,train
2053,train
5254,train
708,train
1753,train
1518,train
851,train
3851,train
9939,train
4746,train
9857,train
8952,train
8079,train
4874,train
5927,train
9331,train
1360,train
6456,train
2347,train
7183,train
7214,train
7901,train
7328,train
3678,train
9677,train
1743,train
6248,train
7916,train
7523,train
1655,train
6218,train
1133,train
5109,train
6051,train
2613,train
6292,train
1559,train
1465,train
8071,train
6414,train
7818,train
1859,train
2771,train
2717,train
1919,train
4374,train
3971,train
2114,train
3149,train
1608,train
9596,train
8983,train
7324,train
2478,train
3400,train
8693,train
3890,train
6520,train
563,train
605,train
4425,train
1460,train
5348,train
256,train
6306,train
1235,train
8887,train
2007,train
2501,train
8632,train
3245,train
3727,train
5406,train
90,train
1947,train
5273,train
4853,train
8964,train
927,train
6581,train
1183,train
9941,train
85,train
8238,train
2664,train
9585,train
3917,train
4654,train
4279,train
6133,train
2487,train
626,train
3593,train
2,train
6100,train
866,train
5409,train
6265,train
2627,train
7610,train
2407,train
9591,train
2772,train
6319,train
902,train
5677,train
3540,train
2221,train
547,train
4092,train
3087,train
6352,train
1645,train
5585,train
954,train
1903,train
2326,train
3947,train
9248,train
8716,train
374,train
7326,train
7686,train
1425,train
5324,train
1433,train
7066,train
5299,train
16,train
8111,train
6780,train
6557,train
4980,train
3871,train
5028,train
2618,train
147,train
1593,train
9081,train
6360,train
6859,train
2211,train
9305,train
9858,train
3239,train
97,train
1913,train
272,train
4658,train
9538,train
4500,train
7958,train
9847,train
7482,train
3869,train
4814,train
2471,train
4178,train
4122,train
6476,train
7047,train
296,train
1296,train
935,train
4193,train
9794,train
2985,train
8408,train
2447,train
5141,train
571,train
5743,train
4285,train
8970,train
6925,train
309,train
4349,train
8568,train
111,train
114,train
1781,train
2373,train
1965,train
893,train
7510,train
6965,train
2730,train
2602,train
7276,train
958,train
5375,train
5398,train
7782,train
3432,train
7368,train
4089,train
3340,train
8826,train
2345,train
2876,train
6626,train
5075,train
5065,train
854,train
7540,train
9981,train
9001,train
7787,train
4254,train
4019,train
8057,train
7918,train
5869,train
9332,train
9130,train
4929,train
500,train
9888,train
1563,train
3834,train
6999,train
2942,train
3480,train
7709,train
6175,train
7720,train
4972,train
7234,train
959,train
9936,train
2518,train
6327,train
4462,train
7130,train
2437,train
8049,train
8539,train
4562,train
6247,train
1031,train
4823,train
5185,train
7413,train
354,train
8119,train
474,train
1041,train
4432,train
4588,train
4622,train
7848,train
6386,train
6867,train
431,train
6853,train
6857,train
2728,train
3234,train
1649,train
2189,train
9443,train
2603,train
9184,train
8834,train
9833,train
6425,train
5829,train
7670,train
6888,train
503,train
905,train
7008,train
2106,train
2676,train
7941,train
5222,train
2090,train
426,train
7865,train
3303,train
4404,train
258,train
5520,train
6921,train
2773,train
3156,train
1408,train
8959,train
4815,train
8390,train
9100,train
7701,train
5703,train
4728,train
1196,train
3482,train
2006,train
6035,train
6898,train
1136,train
9076,train
9046,train
9114,train
9066,train
6538,train
9874,train
8990,train
6779,train
9176,train
1847,train
1239,train
6927,train
8579,train
3688,train
1707,train
3808,train
3992,train
2048,train
8532,train
5836,train
6507,train
4615,train
4919,train
7377,train
1182,train
9750,train
5671,train
6631,train
7922,train
8259,train
6535,train
3786,train
2477,train
1219,train
5135,train
9869,train
8842,train
1929,train
1479,train
4653,train
7306,train
513,train
3448,train
2421,train
8077,train
7832,train
1347,train
2740,train
9593,train
5153,train
5566,train
9515,train
9969,train
7850,train
2761,train
1977,train
3815,train
7114,train
6937,train
7703,train
2460,train
8232,train
7660,train
4260,train
7143,train
7085,train
3981,train
8464,train
814,train
9572,train
5618,train
2259,train
3918,train
1697,train
2436,train
6204,train
2596,train
2749,train
2692,train
3612,train
543,train
3013,train
5963,train
3291,train
5841,train
1335,train
2647,train
6177,train
9496,train
2601,train
7417,train
18,train
4521,train
2439,train
2578,train
7333,train
8233,train
5914,train
7534,train
8572,train
1791,train
3607,train
722,train
2244,train
2790,train
8916,train
8179,train
440,train
2453,train
314,train
557,train
273,train
9881,train
3686,train
5418,train
5339,train
7567,train
8802,train
3028,train
3132,train
1718,train
2814,train
5133,train
1223,train
3324,train
1217,train
3586,train
6397,train
3504,train
8637,train
9442,train
6644,train
9853,train
3875,train
9128,train
4272,train
5679,train
533,train
1098,train
1253,train
6196,train
3465,train
5684,train
4804,train
10000,train
3382,train
2309,train
454,train
5909,train
346,train
9605,train
207,train
4038,train
5214,train
8817,train
2242,train
1978,train
311,train
6219,train
159,train
8020,train
9276,train
9498,train
6345,train
6180,train
6979,train
2544,train
182,train
8393,train
7218,train
83,train
1485,train
9595,train
585,train
5543,train
9507,train
6206,train
9543,train
5731,train
909,train
3799,train
4195,train
7864,train
1272,train
8438,train
4130,train
5596,train
890,train
9117,train
8827,train
2688,train
8331,train
1179,train
196,train
3497,train
9413,train
6722,train
2973,train
7993,train
8791,train
4790,train
227,train
8571,train
3209,train
2528,train
2946,train
8070,train
237,train
7227,train
4120,train
7968,train
3785,train
3145,train
7383,train
2213,train
5533,train
5234,train
1017,train
5745,train
5564,train
4387,train
1759,train
1521,train
5523,train
2027,train
8924,train
6364,train
8181,train
507,train
6102,train
8819,train
4059,train
3998,train
5979,train
9252,train
7007,train
7986,train
8999,train
8856,train
6296,train
3904,train
4061,train
1006,train
6299,train
972,train
326,train
8586,train
4233,train
9462,train
548,train
7811,train
3657,train
6704,train
3217,train
5499,train
9084,train
1204,train
2289,train
5893,train
6038,train
5393,train
5798,train
987,train
7134,train
419,train
8262,train
7382,train
1643,train
5043,train
4014,train
3903,train
5578,train
3408,train
5258,train
9809,train
8316,train
449,train
9959,train
5029,train
9090,train
1475,train
9567,train
9303,train
1531,train
2731,train
6471,train
4684,train
9475,train
2804,train
7157,train
3915,train
7741,train
673,train
4262,train
6181,train
8944,train
4079,train
7806,train
5609,train
8536,train
5215,train
9792,train
4798,train
3075,train
6008,train
7636,train
3428,train
6566,train
6596,train
1885,train
5751,train
1033,train
3313,train
7919,train
5131,train
6419,train
2566,train
3824,train
5084,train
2264,train
9667,train
3968,train
638,train
1805,train
2948,train
7459,train
1534,train
1585,train
1417,train
9348,train
7931,train
7374,train
8758,train
9112,train
9255,train
5888,train
8603,train
8890,train
5993,train
5568,train
9712,train
8151,train
177,train
2040,train
4877,train
9319,train
2715,train
4590,train
372,train
5066,train
8165,train
539,train
4493,train
6157,train
4986,train
2103,train
3057,train
9379,train
2616,train
676,train
2081,train
6365,train
7760,train
4323,train
741,train
4464,train
9783,train
7054,train
7194,train
9501,train
6444,train
4641,train
5818,train
4384,train
5807,train
8208,train
9913,train
3931,train
4776,train
6082,train
7962,train
8997,train
3098,train
6670,train
7354,train
728,train
8062,train
5739,train
3687,train
3275,train
9194,train
5039,train
8282,train
9597,train
2343,train
1407,train
8244,train
1440,train
1519,train
1214,train
6367,train
6017,train
8440,train
7434,train
8629,train
9726,train
6473,train
2834,train
7165,train
9198,train
332,train
612,train
64,train
2899,train
907,train
9146,train
4012,train
7142,train
8554,train
5345,train
555,train
8128,train
7853,train
7756,train
4215,train
702,train
4435,train
5793,train
794,train
9815,train
3035,train
9219,train
124,train
6893,train
5140,train
8487,train
5680,train
6086,train
2248,train
103,train
6198,train
3470,train
9060,train
3946,train
45,train
1751,train
4899,train
1545,train
5015,train
9412,train
8642,train
4953,train
9620,train
4655,train
8291,train
4457,train
9796,train
2511,train
9527,train
3441,train
9868,train
6032,train
7722,train
6179,train
8631,train
1958,train
3423,train
9638,train
7723,train
481,train
9057,train
7738,train
9825,train
3763,train
8263,train
3643,train
4361,train
7616,train
579,train
1068,train
2507,train
1986,train
621,train
2840,train
5054,train
917,train
6693,train
5323,train
9915,train
3525,train
7207,train
8014,train
9800,train
140,train
6295,train
2907,train
4638,train
4420,train
7035,train
8497,train
8421,train
6353,train
4347,train
4990,train
5789,train
3631,train
501,train
9373,train
9505,train
8820,train
4987,train
467,train
429,train
5476,train
5760,train
4359,train
2331,train
4200,train
803,train
717,train
5844,train
7177,train
3882,train
6615,train
9516,train
4849,train
2149,train
9207,train
7428,train
2372,train
1172,train
6211,train
9656,train
7323,train
393,train
4597,train
720,train
8343,train
127,train
7001,train
279,train
2150,train
9550,train
9662,train
2712,train
5835,train
8324,train
9208,train
3200,train
6688,train
6052,train
2078,train
546,train
7751,train
3835,train
5852,train
5938,train
6530,train
4697,train
1208,train
3436,train
7631,train
6368,train
4265,train
9711,train
3030,train
4528,train
6053,train
7422,train
5911,train
1688,train
8555,train
1528,train
228,train
2539,train
2123,train
448,train
4738,train
7055,train
6930,train
879,train
2202,train
5010,train
1825,train
3260,train
4943,train
8044,train
6383,train
1525,train
3544,train
9655,train
3295,train
7665,train
9566,train
795,train
2134,train
2071,train
239,train
3646,train
6363,train
4606,train
7053,train
9497,train
4825,train
3112,train
3520,train
3545,train
5025,train
5619,train
7367,train
1012,train
5641,train
2480,train
3462,train
6628,train
3208,train
3967,train
3296,train
8844,train
4021,train
3738,train
1893,train
8352,train
5574,train
4490,train
1712,train
7602,train
4477,train
6142,train
68,train
3118,train
2205,train
8450,train
6137,train
6259,train
955,train
468,train
7480,train
2867,train
1481,train
3750,train
6571,train
157,train
5646,train
8055,train
2194,train
2084,train
9107,train
2033,train
9574,train
4199,train
9682,train
2141,train
8359,train
3589,train
4414,train
7246,train
8002,train
9120,train
7715,train
5874,train
8654,train
3638,train
139,train
9500,train
9889,train
2774,train
7154,train
9288,train
4686,train
3490,train
8427,train
6713,train
4661,train
5230,train
1822,train
9483,train
701,train
5601,train
2952,train
3777,train
4513,train
1748,train
5642,train
5367,train
6890,train
5626,train
8818,train
5293,train
3452,train
2153,train
9859,train
6023,train
5687,train
8825,train
364,train
721,train
2957,train
4364,train
8919,train
7380,train
9422,train
5531,train
5272,train
9910,train
707,train
1495,train
5360,train
4780,train
8606,train
1860,train
4088,train
7162,train
5802,train
4357,train
2670,train
1802,train
4237,train
4037,train
5622,train
3474,train
6007,train
5960,train
9872,train
1439,train
1648,train
99,train
5264,train
5315,train
4491,train
5265,train
5810,train
2179,train
2329,train
5263,train
639,train
5318,train
6735,train
9095,train
497,train
3933,train
4889,train
6450,train
6189,train
7509,train
3347,train
5532,train
4094,train
8471,train
7236,train
2485,train
4399,train
3158,train
7539,train
9173,train
3639,train
6860,train
4013,train
2164,train
8250,train
210,train
1838,train
5988,train
2409,train
5285,train
5992,train
2964,train
8705,train
3361,train
3135,train
5442,train
2687,train
2193,train
5120,train
9900,train
4698,train
8945,train
9769,train
5124,train
2912,train
3206,train
4922,train
843,train
3241,train
9951,train
338,train
746,train
3263,train
8627,train
2125,train
4009,train
3248,train
1254,train
8288,train
3773,train
8452,train
145,train
6546,train
94,train
4967,train
657,train
8180,train
9218,train
3879,train
7353,train
3982,train
2679,train
6250,train
4881,train
7015,train
3768,train
1603,train
2745,train
5537,train
2314,train
1754,train
1592,train
4325,train
